graph_cluster_id,size,suspicion_score,recommended_action,reasons,signup_spread_days,avg_txn_velocity_7d
CLUSTER-1573,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1574,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1575,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1576,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1577,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1578,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1579,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1580,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1581,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1582,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1583,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1584,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1585,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1586,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1587,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1588,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1589,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1590,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1591,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1592,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1593,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1594,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1595,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1596,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1597,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1598,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1599,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1600,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1601,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1602,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1603,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1604,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1605,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1606,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1607,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1608,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1609,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1610,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1611,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1612,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1613,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1614,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1615,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1616,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1617,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1618,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1619,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1620,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1621,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1622,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1623,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1624,4,0.09,accept,"['Shared infrastructure detected but consistent with ordinary household/shop sharing, not a coordinated ring']",18.0,1.0
CLUSTER-1625,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1626,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1627,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1628,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1629,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1630,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1631,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1632,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1633,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1634,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1635,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1636,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1637,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1638,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1639,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1640,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1641,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1642,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1643,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1644,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1645,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1646,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1647,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1648,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1649,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1650,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1651,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1652,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1653,2,0.415,accept,['All accounts opened within 0 day(s) of each other — signup burst'],0.0,5.5
CLUSTER-1654,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1655,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1656,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1657,2,0.415,accept,['All accounts opened within 0 day(s) of each other — signup burst'],0.0,4.0
CLUSTER-1658,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1659,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1660,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1661,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1662,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1663,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1664,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1665,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1666,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1667,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1668,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1669,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1670,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1671,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1672,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1673,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1674,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1675,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1676,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1677,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1678,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1679,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1680,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1681,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1682,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1683,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1684,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1685,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1686,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1687,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1688,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1689,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1690,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1691,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1692,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1693,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1694,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1695,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1696,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1697,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1698,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1699,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1700,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1701,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1702,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1703,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1704,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1705,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1706,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1707,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1708,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1709,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1710,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1711,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1712,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1713,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1714,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1715,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1716,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1717,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1718,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1719,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1720,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1721,2,0.015,accept,"['Shared infrastructure detected but consistent with ordinary household/shop sharing, not a coordinated ring']",3.0,3.0
CLUSTER-1722,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1723,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1724,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1725,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1726,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1727,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1728,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1729,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1730,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1731,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1732,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1733,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1734,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1735,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1736,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1737,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1738,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1739,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1740,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1741,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1742,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1743,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1744,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1745,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1746,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1747,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1748,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1749,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1750,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1751,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1752,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1753,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1754,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1755,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1756,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1757,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1758,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1759,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1760,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1761,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1762,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1763,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1764,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1765,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1766,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1767,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1768,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1769,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1770,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1771,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1772,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1773,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1774,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1775,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1776,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1777,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1778,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1779,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1780,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1781,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1782,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1783,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1784,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1785,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1786,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1787,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1788,2,0.015,accept,"['Shared infrastructure detected but consistent with ordinary household/shop sharing, not a coordinated ring']",3.0,2.5
CLUSTER-1789,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1790,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1791,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1792,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1793,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1794,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1795,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1796,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1797,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1798,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1799,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1800,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1801,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1802,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1803,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1804,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1805,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1806,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1807,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1808,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1809,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1810,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1811,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1812,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1813,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1814,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1815,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1816,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1817,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1818,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1819,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1820,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1821,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1822,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1823,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1824,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1825,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1826,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1827,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1828,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1829,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1830,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1831,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1832,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1833,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1834,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1835,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1836,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1837,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1838,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1839,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1840,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1841,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1842,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1843,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1844,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1845,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1846,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1847,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1848,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1849,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1850,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1851,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1852,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1853,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1854,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1855,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1856,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1857,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1858,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1859,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1860,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1861,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1862,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1863,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1864,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1865,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1866,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1867,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1868,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1869,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1870,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1871,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1872,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1873,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1874,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1875,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1876,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1877,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1878,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1879,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1880,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1881,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1882,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1883,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1884,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1885,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1886,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1887,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1888,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1889,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1890,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1891,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1892,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1893,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1894,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1895,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1896,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1897,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1898,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1899,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1900,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1901,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1902,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1903,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1904,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1905,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1906,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1907,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1908,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1909,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1910,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1911,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1912,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1913,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1914,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1915,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1916,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1917,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-1918,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
