txn_id,hour,is_night,is_weekend,amount_inr,transaction_type,channel,account_age_days,is_new_account,avg_amount_last_30d,amount_to_avg_ratio,txn_count_last_24h,txn_count_last_1h,new_device_flag,new_beneficiary_flag,sim_recently_changed_flag,upi_pin_reset_last_7d,failed_otp_attempts_last_1h,login_location_mismatch_flag,is_fraud
TXN122099,6,0,0,456.85,Merchant Payment,UPI,103.0,0,662.07,0.69,3,0,0,0,0,0,0,0,0
TXN112205,20,0,0,1094.87,Merchant Payment,UPI,294.0,0,914.3,1.197,1,0,0,0,0,0,0,0,0
TXN148709,23,0,0,280.56,Merchant Payment,NetBanking,449.0,0,159.8,1.756,2,0,0,0,0,0,0,0,0
TXN148969,8,0,1,329.31,Merchant Payment,IMPS,305.0,0,94.67,3.479,2,0,0,0,0,0,0,0,0
TXN142870,6,0,0,359.51,Bill Payment,UPI,15.0,0,302.3,1.189,2,1,0,0,1,0,1,0,0
TXN139792,3,1,1,848.23,Bill Payment,NetBanking,13.0,0,640.86,1.324,2,0,0,0,0,0,0,1,0
TXN143059,14,0,1,2078.63,Loan EMI Payment,NetBanking,255.0,0,2227.64,0.933,3,0,0,0,0,0,0,0,0
TXN156051,15,0,0,2484.52,Merchant Payment,IMPS,519.0,0,2969.13,0.837,0,0,0,0,0,0,0,0,0
TXN129172,7,0,0,3586.91,Loan EMI Payment,UPI,250.0,0,3229.57,1.111,2,1,0,0,0,0,0,0,0
TXN143574,15,0,1,476.01,P2P Transfer,NetBanking,120.0,0,576.54,0.826,1,0,0,0,0,0,0,0,0
TXN109170,13,0,0,1056.87,Merchant Payment,IMPS,42.0,0,1506.22,0.702,1,1,0,0,0,0,1,0,0
TXN119107,2,1,1,276.97,Bill Payment,NetBanking,77.0,0,49.0,5.652,0,0,0,0,0,0,0,0,0
TXN138117,8,0,0,740.81,Loan EMI Payment,Card,52.0,0,1061.92,0.698,0,0,0,0,0,0,0,0,0
TXN114396,6,0,0,1527.95,Wallet Top-up,Card,36.0,0,1154.12,1.324,3,0,0,0,0,0,0,0,0
TXN112081,10,0,0,499.6,Bill Payment,UPI,69.0,0,892.01,0.56,2,2,1,0,0,0,0,0,0
TXN114989,21,0,0,169.01,Loan EMI Payment,UPI,148.0,0,150.46,1.123,1,0,0,0,0,0,0,0,0
TXN109163,18,0,1,360.81,Bill Payment,IMPS,245.0,0,179.04,2.015,2,0,0,0,0,0,1,0,0
TXN116203,4,1,0,1334.77,P2P Transfer,NetBanking,143.0,0,1137.08,1.174,0,0,0,0,0,0,0,0,0
TXN132146,4,1,0,371.14,Bill Payment,UPI,34.0,0,221.82,1.673,2,0,0,0,0,0,0,0,0
TXN155512,13,0,0,1889.63,Merchant Payment,IMPS,524.0,0,1361.71,1.388,0,0,0,1,0,0,0,0,0
TXN100599,15,0,0,473.1,P2P Transfer,UPI,430.0,0,685.89,0.69,0,0,0,0,0,0,2,0,0
TXN134657,1,1,1,378.13,Cash Withdrawal (UPI ATM),UPI,0.0,1,317.45,1.191,2,0,1,0,0,0,0,0,1
TXN147762,6,0,0,1204.46,Cash Withdrawal (UPI ATM),UPI,87.0,0,669.73,1.798,3,1,0,0,0,0,0,0,0
TXN131319,18,0,0,654.56,Wallet Top-up,UPI,67.0,0,510.32,1.283,0,0,0,0,0,0,1,1,0
TXN105635,14,0,0,303.29,Wallet Top-up,UPI,645.0,0,138.7,2.187,1,0,0,0,0,0,0,0,0
TXN158401,11,0,1,1461.71,P2P Transfer,UPI,382.0,0,1088.39,1.343,1,1,0,0,0,0,1,0,0
TXN101129,15,0,0,234.61,Wallet Top-up,IMPS,655.0,0,459.8,0.51,0,0,0,0,0,0,0,0,0
TXN125591,15,0,1,547.95,Bill Payment,NetBanking,22.0,0,49.0,11.183,2,1,0,0,1,0,1,0,1
TXN122670,13,0,1,1466.39,P2P Transfer,IMPS,139.0,0,1248.01,1.175,1,0,1,0,0,0,0,0,0
TXN106162,5,1,0,873.38,P2P Transfer,UPI,91.0,0,1447.18,0.604,0,0,0,0,0,0,0,0,0
TXN119968,23,0,1,655.82,Wallet Top-up,UPI,151.0,0,927.07,0.707,2,0,0,0,0,0,0,0,0
TXN158783,23,0,0,242.07,Merchant Payment,Card,1.0,1,55.58,4.355,0,0,0,0,0,0,0,0,0
TXN157635,16,0,0,410.82,P2P Transfer,NetBanking,485.0,0,627.16,0.655,0,0,1,0,0,0,0,0,0
TXN113845,10,0,0,806.33,Bill Payment,UPI,245.0,0,935.96,0.862,4,0,0,0,0,0,0,0,0
TXN138940,10,0,1,768.68,Bill Payment,Card,174.0,0,505.98,1.519,1,0,0,0,0,0,0,0,0
TXN117078,3,1,0,1454.89,Merchant Payment,IMPS,62.0,0,1520.87,0.957,1,0,1,1,0,0,0,0,0
TXN104073,22,0,0,1326.05,Loan EMI Payment,NetBanking,145.0,0,650.17,2.04,0,0,0,0,0,0,0,0,0
TXN118821,8,0,0,663.67,Merchant Payment,UPI,406.0,0,382.82,1.734,2,0,0,0,0,0,0,0,0
TXN118152,8,0,1,1461.18,Merchant Payment,UPI,345.0,0,1118.86,1.306,0,0,0,0,0,0,1,0,0
TXN128647,8,0,0,188.09,Cash Withdrawal (UPI ATM),IMPS,166.0,0,175.08,1.074,1,0,0,0,0,0,0,0,0
TXN126026,7,0,0,2872.97,Merchant Payment,UPI,416.0,0,3009.62,0.955,1,0,1,0,0,0,0,0,0
TXN105974,23,0,0,345.17,Merchant Payment,UPI,123.0,0,313.37,1.101,1,1,0,0,0,0,0,0,0
TXN148364,19,0,1,2581.5,P2P Transfer,NetBanking,302.0,0,1707.42,1.512,1,1,0,0,0,1,0,0,0
TXN143761,17,0,0,1321.13,P2P Transfer,UPI,77.0,0,1284.87,1.028,0,0,0,0,0,0,0,0,0
TXN117380,18,0,0,946.21,Merchant Payment,UPI,70.0,0,1247.82,0.758,2,0,0,0,0,0,0,0,0
TXN116314,15,0,0,793.87,P2P Transfer,UPI,45.0,0,138.73,5.722,1,1,0,0,0,1,0,0,0
TXN123322,0,1,0,531.72,Wallet Top-up,IMPS,535.0,0,316.01,1.683,3,0,0,0,0,0,0,0,0
TXN114975,0,1,1,2004.36,P2P Transfer,UPI,121.0,0,2091.72,0.958,4,0,0,0,0,0,0,0,0
TXN133012,23,0,0,4309.77,Merchant Payment,UPI,195.0,0,5206.97,0.828,2,0,0,0,0,0,0,0,0
TXN159036,14,0,0,261.97,Cash Withdrawal (UPI ATM),NetBanking,234.0,0,149.03,1.758,0,0,0,0,0,0,0,0,0
TXN129753,22,0,0,3270.02,Merchant Payment,IMPS,194.0,0,1809.78,1.807,0,0,1,1,0,0,0,1,0
TXN128488,16,0,1,718.16,P2P Transfer,IMPS,7.0,0,696.49,1.031,3,0,1,0,0,0,0,0,0
TXN122540,7,0,1,554.15,Loan EMI Payment,IMPS,236.0,0,478.2,1.159,1,0,0,0,0,1,0,0,0
TXN106982,23,0,0,629.1,Merchant Payment,IMPS,183.0,0,818.92,0.768,5,0,0,0,0,0,0,0,0
TXN158289,15,0,0,1362.02,Cash Withdrawal (UPI ATM),UPI,396.0,0,1360.66,1.001,2,1,1,0,0,0,0,0,0
TXN123583,15,0,0,1684.45,P2P Transfer,UPI,145.0,0,1666.41,1.011,1,0,0,1,0,0,1,0,0
TXN132313,6,0,0,620.87,P2P Transfer,UPI,41.0,0,312.45,1.987,0,0,0,1,0,0,1,0,0
TXN106576,0,1,1,1626.4,P2P Transfer,UPI,958.0,0,1534.32,1.06,2,1,0,0,0,0,1,1,0
TXN144147,17,0,0,973.01,Bill Payment,IMPS,71.0,0,480.32,2.026,2,1,1,0,0,0,0,0,0
TXN134983,17,0,1,173.35,Bill Payment,UPI,281.0,0,108.07,1.604,1,0,1,0,0,0,0,0,0
TXN131751,15,0,0,1533.27,P2P Transfer,IMPS,175.0,0,1535.68,0.998,3,0,0,0,0,0,0,0,0
TXN147304,15,0,0,218.5,Bill Payment,UPI,88.0,0,49.0,4.459,1,0,0,0,0,1,0,0,0
TXN121920,8,0,1,910.53,Loan EMI Payment,UPI,22.0,0,524.51,1.736,2,1,0,0,0,1,0,0,0
TXN133731,11,0,1,367.46,Wallet Top-up,NetBanking,214.0,0,217.19,1.692,2,2,0,0,0,0,0,1,0
TXN101451,0,1,0,385.48,Wallet Top-up,UPI,544.0,0,523.41,0.736,3,1,0,0,0,1,0,0,0
TXN145171,12,0,0,2179.02,Loan EMI Payment,NetBanking,13.0,0,1183.47,1.841,1,0,0,0,0,0,0,0,0
TXN118449,1,1,0,986.6,P2P Transfer,NetBanking,425.0,0,1100.78,0.896,3,0,1,0,0,0,0,0,0
TXN157319,18,0,1,268.4,Loan EMI Payment,IMPS,437.0,0,342.79,0.783,2,0,1,0,0,0,0,0,0
TXN115266,15,0,1,1673.02,Merchant Payment,UPI,1071.0,0,1675.01,0.999,2,0,0,0,0,0,0,0,0
TXN151728,10,0,0,917.61,Merchant Payment,UPI,285.0,0,938.53,0.978,1,0,0,0,0,0,0,0,0
TXN151539,6,0,0,442.89,Loan EMI Payment,Card,258.0,0,456.13,0.971,2,0,0,0,0,0,0,0,0
TXN111043,5,1,0,1344.19,P2P Transfer,NetBanking,24.0,0,871.41,1.543,0,0,0,0,0,0,0,0,0
TXN108355,23,0,0,563.88,Bill Payment,IMPS,45.0,0,462.28,1.22,1,0,0,0,0,0,0,0,0
TXN151914,14,0,0,952.44,P2P Transfer,UPI,189.0,0,526.43,1.809,0,0,0,0,0,0,0,0,0
TXN147889,13,0,0,1837.54,P2P Transfer,UPI,83.0,0,2139.27,0.859,1,1,0,0,0,0,0,0,0
TXN112916,19,0,1,191.1,P2P Transfer,NetBanking,15.0,0,174.44,1.096,1,0,1,0,0,0,1,0,0
TXN149534,5,1,0,920.32,Merchant Payment,UPI,2.0,1,109.7,8.389,3,0,0,0,0,0,0,0,1
TXN145321,17,0,1,1886.08,Merchant Payment,NetBanking,141.0,0,2196.39,0.859,3,1,0,0,0,0,0,0,0
TXN121279,7,0,1,378.11,Merchant Payment,UPI,7.0,0,528.25,0.716,0,0,0,0,0,0,1,0,0
TXN150708,9,0,0,877.27,P2P Transfer,UPI,16.0,0,1171.17,0.749,0,0,0,0,0,0,0,0,0
TXN130846,5,1,0,1456.88,Bill Payment,UPI,269.0,0,1190.26,1.224,2,0,1,1,0,1,0,0,0
TXN131722,6,0,1,1005.33,Bill Payment,UPI,270.0,0,1033.55,0.973,3,0,0,0,0,0,1,0,0
TXN142266,11,0,0,890.46,P2P Transfer,NetBanking,85.0,0,707.06,1.259,2,0,0,1,0,0,0,0,0
TXN150682,16,0,0,1388.7,Merchant Payment,UPI,57.0,0,657.7,2.111,2,2,0,0,0,0,0,0,0
TXN152022,16,0,1,154.86,Merchant Payment,NetBanking,144.0,0,49.0,3.16,1,0,0,0,0,0,1,0,0
TXN150950,14,0,0,2738.01,P2P Transfer,UPI,215.0,0,2560.32,1.069,1,1,1,0,0,1,1,0,0
TXN121896,11,0,0,256.7,Wallet Top-up,UPI,98.0,0,269.24,0.953,3,0,0,0,0,0,0,1,0
TXN122416,18,0,0,1178.62,Wallet Top-up,UPI,523.0,0,1036.36,1.137,1,1,0,0,0,0,0,0,0
TXN140376,19,0,0,3837.06,Bill Payment,UPI,499.0,0,2793.13,1.374,2,0,0,0,0,0,0,0,0
TXN146501,7,0,0,557.21,Wallet Top-up,IMPS,114.0,0,409.32,1.361,0,0,0,0,0,0,0,0,0
TXN114563,2,1,1,1933.88,Wallet Top-up,IMPS,353.0,0,1247.96,1.55,0,0,0,0,0,0,0,0,0
TXN109010,11,0,1,5540.27,Merchant Payment,UPI,427.0,0,6856.37,0.808,1,1,0,0,0,0,0,0,0
TXN103067,16,0,0,125.24,Bill Payment,Card,95.0,0,49.0,2.556,1,0,0,0,0,0,0,0,0
TXN107307,4,1,0,291.32,P2P Transfer,UPI,10.0,0,145.18,2.007,3,3,0,0,0,0,0,0,1
TXN131576,17,0,1,1868.4,Merchant Payment,Card,57.0,0,1415.91,1.32,1,0,0,0,0,0,0,0,0
TXN158828,17,0,0,1040.93,Cash Withdrawal (UPI ATM),IMPS,129.0,0,743.49,1.4,2,0,0,0,0,0,0,1,0
TXN150696,21,0,0,810.47,Wallet Top-up,IMPS,136.0,0,862.22,0.94,1,0,1,1,0,0,0,0,0
TXN107304,21,0,0,645.87,Merchant Payment,UPI,406.0,0,378.78,1.705,2,1,0,0,0,0,0,1,0
TXN130278,9,0,0,940.56,Bill Payment,UPI,18.0,0,571.59,1.646,3,0,1,0,0,0,0,0,0
TXN115095,1,1,1,1022.35,Merchant Payment,UPI,45.0,0,850.2,1.202,4,0,0,0,0,0,0,0,0
TXN156031,20,0,1,513.24,Merchant Payment,UPI,62.0,0,809.23,0.634,1,0,0,0,0,0,0,0,0
TXN153211,18,0,0,1057.13,Wallet Top-up,UPI,198.0,0,1354.84,0.78,2,0,0,1,0,0,0,0,0
TXN150977,7,0,0,399.87,Bill Payment,IMPS,15.0,0,349.05,1.146,1,1,0,1,1,0,0,0,0
TXN103226,13,0,1,277.67,Bill Payment,NetBanking,70.0,0,69.78,3.979,0,0,0,0,0,0,0,0,0
TXN106662,11,0,0,720.12,Merchant Payment,Card,153.0,0,1008.5,0.714,0,0,0,1,0,0,0,0,0
TXN103509,8,0,0,1579.8,Wallet Top-up,UPI,316.0,0,1617.27,0.977,4,0,0,0,0,0,0,0,0
TXN106476,5,1,0,1071.81,P2P Transfer,UPI,158.0,0,921.12,1.164,1,1,0,0,0,0,0,0,0
TXN111637,8,0,1,719.16,P2P Transfer,UPI,56.0,0,831.85,0.865,2,0,0,0,0,0,0,0,0
TXN123861,18,0,1,298.01,P2P Transfer,IMPS,419.0,0,474.5,0.628,0,0,0,0,0,0,0,0,0
TXN112484,10,0,0,618.84,Bill Payment,UPI,378.0,0,431.03,1.436,4,0,0,0,0,0,0,0,0
TXN158378,22,0,1,435.15,Merchant Payment,UPI,301.0,0,628.49,0.692,1,0,0,0,0,0,0,0,0
TXN121565,6,0,0,442.28,Merchant Payment,IMPS,204.0,0,660.74,0.669,0,0,0,0,0,0,0,0,0
TXN111864,20,0,0,311.6,Bill Payment,IMPS,1.0,1,49.0,6.359,1,0,0,0,0,0,0,0,0
TXN131865,1,1,1,429.98,P2P Transfer,Card,108.0,0,49.0,8.775,3,1,0,0,0,0,0,0,0
TXN149306,11,0,0,566.74,Merchant Payment,UPI,147.0,0,712.94,0.795,2,0,1,0,0,1,0,0,0
TXN135293,12,0,1,529.58,Merchant Payment,UPI,44.0,0,973.91,0.544,0,0,0,1,0,0,0,1,0
TXN140853,19,0,0,2259.85,Merchant Payment,UPI,354.0,0,2890.45,0.782,1,1,0,0,0,0,0,0,0
TXN128743,8,0,0,304.05,P2P Transfer,UPI,83.0,0,586.79,0.518,1,0,0,0,0,0,0,0,0
TXN100247,9,0,1,575.88,Merchant Payment,UPI,25.0,0,326.97,1.761,1,0,0,0,0,0,0,0,0
TXN109494,13,0,0,553.25,Wallet Top-up,Card,260.0,0,321.32,1.722,1,0,1,0,0,0,1,0,0
TXN100379,6,0,1,571.94,P2P Transfer,UPI,64.0,0,302.58,1.89,1,0,0,0,0,0,0,0,0
TXN150430,3,1,0,1850.61,Merchant Payment,NetBanking,794.0,0,2292.34,0.807,2,0,0,0,0,0,0,0,0
TXN153950,19,0,0,251.95,Bill Payment,UPI,294.0,0,429.7,0.586,0,0,0,0,0,0,0,0,0
TXN141210,6,0,0,700.5,P2P Transfer,UPI,180.0,0,719.86,0.973,1,0,0,0,0,0,0,0,0
TXN108469,1,1,0,399.53,P2P Transfer,IMPS,250.0,0,307.95,1.297,2,1,0,0,0,2,0,0,0
TXN126068,15,0,0,3881.98,Merchant Payment,Card,14.0,0,4644.35,0.836,2,0,0,0,0,0,0,0,0
TXN112569,20,0,0,787.95,Merchant Payment,UPI,156.0,0,700.31,1.125,0,0,0,0,0,0,1,0,0
TXN140026,17,0,0,576.23,P2P Transfer,UPI,23.0,0,450.22,1.28,1,0,1,1,0,0,1,0,0
TXN103161,21,0,0,376.21,P2P Transfer,NetBanking,49.0,0,529.27,0.711,0,0,0,0,0,0,1,0,0
TXN129465,3,1,1,695.22,P2P Transfer,UPI,155.0,0,632.2,1.1,0,0,0,0,0,0,2,0,0
TXN114374,15,0,0,26723.6,Merchant Payment,NetBanking,53.0,0,23300.33,1.147,2,0,0,0,0,0,1,0,0
TXN100589,20,0,1,4053.68,Merchant Payment,IMPS,324.0,0,5598.0,0.724,1,0,0,0,0,0,0,1,0
TXN134972,6,0,1,568.64,P2P Transfer,UPI,24.0,0,815.52,0.697,2,0,0,1,0,0,0,0,0
TXN140234,10,0,1,324.84,Bill Payment,NetBanking,159.0,0,426.71,0.761,1,0,0,0,0,0,0,0,0
TXN110377,21,0,0,2249.85,P2P Transfer,UPI,464.0,0,1671.98,1.346,0,0,0,0,0,0,0,0,0
TXN125896,5,1,0,452.07,Merchant Payment,UPI,10.0,0,338.85,1.334,2,0,0,0,0,0,0,0,0
TXN136082,17,0,0,216.91,Merchant Payment,UPI,186.0,0,382.92,0.566,0,0,1,0,0,0,0,0,0
TXN157336,18,0,0,1505.92,Merchant Payment,IMPS,65.0,0,1861.36,0.809,0,0,0,0,0,0,0,0,0
TXN138466,19,0,0,498.92,P2P Transfer,IMPS,212.0,0,642.96,0.776,1,0,0,1,0,0,0,0,0
TXN142364,9,0,0,86.63,Merchant Payment,UPI,315.0,0,118.49,0.731,0,0,0,0,0,0,0,0,0
TXN125635,20,0,0,154.82,P2P Transfer,UPI,570.0,0,49.0,3.16,3,0,0,0,0,0,0,0,0
TXN141281,20,0,0,149.21,Merchant Payment,NetBanking,58.0,0,49.0,3.045,2,1,0,0,0,0,0,0,0
TXN130117,21,0,1,2137.98,P2P Transfer,IMPS,157.0,0,1935.96,1.104,0,0,0,0,0,0,0,0,0
TXN119027,19,0,0,258.21,Cash Withdrawal (UPI ATM),UPI,32.0,0,504.4,0.512,2,0,0,0,0,0,0,0,0
TXN129999,20,0,0,477.21,Cash Withdrawal (UPI ATM),IMPS,76.0,0,401.29,1.189,1,0,0,1,0,0,0,0,0
TXN135501,11,0,0,810.17,Wallet Top-up,NetBanking,204.0,0,1149.0,0.705,2,0,0,0,0,0,0,0,0
TXN157756,23,0,1,1475.83,P2P Transfer,UPI,291.0,0,1584.91,0.931,0,0,0,0,0,0,0,0,0
TXN130123,23,0,0,396.82,P2P Transfer,NetBanking,101.0,0,417.53,0.95,3,0,1,0,0,0,0,0,0
TXN111936,8,0,0,383.4,Loan EMI Payment,UPI,620.0,0,675.04,0.568,1,1,0,0,0,0,0,0,0
TXN147617,1,1,0,749.34,Bill Payment,IMPS,122.0,0,892.41,0.84,0,0,0,0,0,0,1,0,0
TXN133320,2,1,0,277.32,P2P Transfer,IMPS,188.0,0,213.98,1.296,0,0,0,1,0,0,0,1,0
TXN149025,21,0,1,687.97,Merchant Payment,NetBanking,92.0,0,970.71,0.709,1,1,0,0,0,0,0,0,0
TXN154658,20,0,0,772.46,Cash Withdrawal (UPI ATM),Card,14.0,0,450.53,1.715,2,0,0,0,0,0,0,1,0
TXN100900,0,1,0,1077.95,Merchant Payment,IMPS,228.0,0,496.37,2.172,0,0,0,0,0,0,0,0,0
TXN143439,12,0,0,117.39,Wallet Top-up,IMPS,310.0,0,304.82,0.385,2,0,1,0,0,0,0,0,0
TXN114806,17,0,0,2178.43,Merchant Payment,UPI,178.0,0,1700.61,1.281,2,1,1,0,0,0,0,0,0
TXN150524,1,1,0,243.76,Cash Withdrawal (UPI ATM),UPI,397.0,0,496.98,0.49,1,0,0,0,0,0,0,0,0
TXN127482,15,0,0,800.13,P2P Transfer,UPI,21.0,0,517.46,1.546,2,0,0,0,0,0,1,0,0
TXN138958,19,0,1,842.8,Loan EMI Payment,UPI,128.0,0,490.57,1.718,3,0,0,0,0,0,0,0,0
TXN101204,15,0,0,577.0,Cash Withdrawal (UPI ATM),NetBanking,38.0,0,471.81,1.223,2,0,0,0,0,0,0,0,0
TXN153062,18,0,0,326.84,Merchant Payment,NetBanking,183.0,0,49.0,6.67,2,1,0,0,0,0,0,0,0
TXN144774,19,0,0,232.81,Merchant Payment,UPI,336.0,0,49.0,4.751,0,0,0,1,0,0,1,0,0
TXN102998,10,0,1,408.72,Merchant Payment,UPI,107.0,0,394.81,1.035,1,0,0,0,0,0,0,0,0
TXN137493,9,0,0,649.3,Bill Payment,UPI,653.0,0,762.61,0.851,1,1,1,0,0,0,0,0,0
TXN143353,19,0,0,1402.5,Merchant Payment,UPI,798.0,0,1235.78,1.135,3,0,0,0,0,0,1,0,0
TXN150728,18,0,1,720.17,P2P Transfer,UPI,604.0,0,1303.73,0.552,0,0,0,0,0,0,0,0,0
TXN123284,2,1,0,2631.69,Merchant Payment,NetBanking,83.0,0,1166.51,2.256,1,0,0,0,0,0,0,1,0
TXN122977,5,1,0,170.47,Bill Payment,Card,259.0,0,491.28,0.347,0,0,0,0,0,0,1,0,0
TXN155466,18,0,0,726.46,Merchant Payment,IMPS,121.0,0,873.89,0.831,1,1,0,0,0,0,0,0,0
TXN153601,21,0,0,83.88,Bill Payment,UPI,483.0,0,49.0,1.712,2,0,0,0,0,0,0,0,0
TXN153667,0,1,1,2449.34,P2P Transfer,UPI,45.0,0,2668.02,0.918,1,1,0,0,0,0,0,0,0
TXN135318,5,1,0,1364.45,P2P Transfer,UPI,300.0,0,1075.57,1.269,1,1,0,0,0,0,0,0,0
TXN110966,22,0,0,337.45,Merchant Payment,Card,130.0,0,205.78,1.64,2,1,0,0,0,0,0,0,0
TXN154544,23,0,1,1085.11,P2P Transfer,IMPS,1022.0,0,981.34,1.106,0,0,0,0,0,0,0,0,0
TXN116498,0,1,1,2009.56,P2P Transfer,UPI,100.0,0,2093.09,0.96,0,0,1,0,0,2,0,0,0
TXN135694,13,0,0,1003.87,Cash Withdrawal (UPI ATM),UPI,92.0,0,878.75,1.142,2,1,0,0,0,0,0,0,0
TXN113660,18,0,0,899.04,Merchant Payment,NetBanking,647.0,0,531.84,1.69,1,1,0,0,0,0,0,1,0
TXN124962,23,0,1,1970.77,P2P Transfer,UPI,194.0,0,1567.17,1.258,2,0,1,0,0,0,0,0,0
TXN155408,6,0,0,550.11,Loan EMI Payment,IMPS,579.0,0,418.62,1.314,2,0,1,0,0,0,0,1,0
TXN111457,21,0,1,3270.21,Wallet Top-up,UPI,580.0,0,2026.76,1.614,2,2,0,0,0,0,0,0,0
TXN122340,15,0,0,169.95,Wallet Top-up,NetBanking,51.0,0,149.68,1.135,0,0,0,0,0,0,0,0,0
TXN136934,7,0,0,4460.89,Merchant Payment,UPI,22.0,0,3181.96,1.402,0,0,0,0,0,0,0,0,0
TXN101474,23,0,1,398.7,Merchant Payment,UPI,77.0,0,353.87,1.127,6,1,0,0,0,0,0,0,0
TXN129266,16,0,0,178.71,Merchant Payment,UPI,350.0,0,49.0,3.647,0,0,0,0,0,0,0,0,0
TXN132009,2,1,1,1013.03,P2P Transfer,UPI,209.0,0,932.29,1.087,1,0,0,1,0,0,0,1,0
TXN103690,9,0,0,840.42,Merchant Payment,UPI,118.0,0,767.49,1.095,5,1,0,0,0,0,1,0,0
TXN158594,15,0,0,339.79,Merchant Payment,NetBanking,41.0,0,468.35,0.726,0,0,0,0,0,0,0,0,0
TXN135286,0,1,0,764.26,Merchant Payment,Card,88.0,0,695.83,1.098,3,0,0,0,0,0,0,0,0
TXN133425,11,0,0,783.59,Loan EMI Payment,NetBanking,35.0,0,1140.62,0.687,0,0,0,0,0,0,1,0,0
TXN126393,20,0,0,198.35,Bill Payment,UPI,195.0,0,210.58,0.942,0,0,0,0,0,0,0,1,0
TXN108348,17,0,0,1149.7,Merchant Payment,UPI,51.0,0,693.48,1.658,0,0,0,0,0,0,0,0,0
TXN121062,22,0,1,265.21,P2P Transfer,NetBanking,570.0,0,115.93,2.288,1,0,0,0,0,0,0,0,0
TXN101251,9,0,0,458.53,P2P Transfer,UPI,5.0,0,249.83,1.835,0,0,0,0,0,0,0,0,0
TXN112231,18,0,1,710.78,Cash Withdrawal (UPI ATM),UPI,123.0,0,798.85,0.89,2,1,1,0,0,0,0,0,0
TXN157827,3,1,0,878.11,Merchant Payment,UPI,208.0,0,876.21,1.002,0,0,0,0,0,0,0,0,0
TXN127217,9,0,0,985.57,Bill Payment,UPI,310.0,0,776.73,1.269,1,0,0,0,0,0,0,0,0
TXN128076,4,1,0,938.06,Bill Payment,NetBanking,46.0,0,699.67,1.341,0,0,0,0,0,0,2,0,1
TXN105136,11,0,1,474.96,Merchant Payment,NetBanking,139.0,0,544.35,0.873,1,0,0,0,0,0,0,0,0
TXN124370,23,0,0,2900.56,Loan EMI Payment,IMPS,53.0,0,3390.19,0.856,0,0,0,0,0,0,0,0,0
TXN125725,5,1,0,781.96,P2P Transfer,NetBanking,1.0,1,990.33,0.79,1,1,1,0,0,0,0,0,1
TXN158970,18,0,0,1073.89,Cash Withdrawal (UPI ATM),UPI,1003.0,0,1412.61,0.76,1,1,0,0,0,0,0,0,0
TXN117113,16,0,1,1718.57,Merchant Payment,UPI,97.0,0,824.97,2.083,2,0,0,1,0,0,0,0,0
TXN104993,13,0,1,252.78,Bill Payment,NetBanking,323.0,0,49.0,5.159,0,0,0,0,0,1,0,0,0
TXN119491,19,0,0,983.82,P2P Transfer,IMPS,156.0,0,1136.08,0.866,0,0,0,0,0,1,0,0,0
TXN109148,10,0,0,225.08,P2P Transfer,IMPS,98.0,0,456.88,0.493,1,1,0,0,0,0,0,0,1
TXN139563,16,0,0,541.75,Merchant Payment,UPI,56.0,0,477.06,1.136,0,0,0,0,0,0,0,0,0
TXN106975,17,0,0,411.24,Merchant Payment,IMPS,549.0,0,423.02,0.972,3,0,0,0,0,0,0,0,0
TXN134332,14,0,0,1073.66,P2P Transfer,IMPS,675.0,0,736.96,1.457,1,0,0,1,0,0,0,0,0
TXN140505,7,0,0,208.09,Bill Payment,NetBanking,167.0,0,336.01,0.619,0,0,0,0,0,0,0,0,0
TXN133735,13,0,0,1022.0,Merchant Payment,NetBanking,301.0,0,1099.78,0.929,1,0,1,0,0,0,0,0,0
TXN116951,5,1,0,139.82,Loan EMI Payment,NetBanking,83.0,0,241.75,0.578,2,0,0,0,1,0,0,0,0
TXN157532,12,0,0,6383.39,Wallet Top-up,NetBanking,36.0,0,7658.4,0.834,3,0,0,1,0,0,0,0,0
TXN125790,20,0,1,378.61,Merchant Payment,IMPS,5.0,0,49.0,7.727,1,0,0,0,0,0,0,0,0
TXN117313,4,1,1,1511.38,P2P Transfer,UPI,164.0,0,1695.28,0.892,1,0,1,0,0,0,1,0,0
TXN114857,14,0,1,2304.57,P2P Transfer,NetBanking,101.0,0,2025.61,1.138,3,0,0,0,0,0,0,0,0
TXN128583,9,0,0,1261.31,Bill Payment,UPI,535.0,0,857.11,1.472,0,0,0,0,0,0,0,0,0
TXN131612,16,0,0,192.64,P2P Transfer,UPI,696.0,0,356.94,0.54,0,0,1,0,0,0,0,0,0
TXN103618,10,0,1,2056.91,Cash Withdrawal (UPI ATM),NetBanking,182.0,0,1912.96,1.075,2,0,0,1,0,0,0,1,0
TXN147350,23,0,0,1607.5,Loan EMI Payment,UPI,462.0,0,972.72,1.653,1,0,0,0,0,0,0,0,0
TXN122943,8,0,0,49.0,Bill Payment,Card,345.0,0,49.0,1.0,3,0,1,0,0,0,0,0,0
TXN142461,3,1,0,630.12,P2P Transfer,UPI,256.0,0,238.96,2.637,3,0,1,0,0,0,0,0,0
TXN153654,21,0,0,219.07,P2P Transfer,NetBanking,248.0,0,256.81,0.853,1,0,0,1,0,0,0,0,0
TXN137545,5,1,1,620.65,P2P Transfer,UPI,51.0,0,576.07,1.077,1,0,0,0,0,0,0,0,0
