account_id,graph_cluster_id,cluster_size,suspicion_score,predicted_flag,is_fraud_ring_member,cluster_type
ACCT-003041,CLUSTER-0710,4,0.3567,0,0,legit_shared_device
ACCT-003042,CLUSTER-0710,4,0.3567,0,0,legit_shared_device
ACCT-003043,CLUSTER-0710,4,0.3567,0,0,legit_shared_device
ACCT-001009,CLUSTER-0711,1,0.0,0,0,none
ACCT-000449,CLUSTER-0712,1,0.0,0,0,none
ACCT-003049,CLUSTER-0713,4,0.2233,0,0,legit_shared_device
ACCT-003050,CLUSTER-0713,4,0.2233,0,0,legit_shared_device
ACCT-003051,CLUSTER-0713,4,0.2233,0,0,legit_shared_device
ACCT-003052,CLUSTER-0713,4,0.2233,0,0,legit_shared_device
ACCT-000897,CLUSTER-0714,1,0.0,0,0,none
ACCT-002455,CLUSTER-0715,1,0.0,0,0,none
ACCT-002474,CLUSTER-0716,1,0.0,0,0,none
ACCT-002419,CLUSTER-0717,1,0.0,0,0,none
ACCT-002507,CLUSTER-0718,1,0.0,0,0,none
ACCT-000502,CLUSTER-0719,1,0.0,0,0,none
ACCT-003116,CLUSTER-0720,2,0.015,0,0,legit_shared_device
ACCT-003117,CLUSTER-0720,2,0.015,0,0,legit_shared_device
ACCT-002686,CLUSTER-0721,1,0.0,0,0,none
ACCT-002847,CLUSTER-0722,1,0.0,0,0,none
ACCT-000188,CLUSTER-0723,1,0.0,0,0,none
ACCT-001908,CLUSTER-0724,1,0.0,0,0,none
ACCT-002910,CLUSTER-0725,1,0.0,0,0,none
ACCT-000939,CLUSTER-0726,1,0.0,0,0,none
ACCT-001439,CLUSTER-0727,1,0.0,0,0,none
ACCT-002974,CLUSTER-0728,1,0.0,0,0,none
ACCT-001618,CLUSTER-0729,1,0.0,0,0,none
ACCT-000587,CLUSTER-0730,1,0.0,0,0,none
ACCT-001880,CLUSTER-0731,1,0.0,0,0,none
ACCT-002815,CLUSTER-0732,1,0.0,0,0,none
ACCT-001226,CLUSTER-0733,1,0.0,0,0,none
ACCT-002574,CLUSTER-0734,1,0.0,0,0,none
ACCT-003113,CLUSTER-0735,3,0.0525,0,0,legit_shared_device
ACCT-003114,CLUSTER-0735,3,0.0525,0,0,legit_shared_device
ACCT-003115,CLUSTER-0735,3,0.0525,0,0,legit_shared_device
ACCT-002201,CLUSTER-0736,1,0.0,0,0,none
ACCT-002623,CLUSTER-0737,1,0.0,0,0,none
ACCT-001759,CLUSTER-0738,1,0.0,0,0,none
ACCT-000327,CLUSTER-0739,1,0.0,0,0,none
ACCT-001007,CLUSTER-0740,1,0.0,0,0,none
ACCT-000534,CLUSTER-0741,1,0.0,0,0,none
ACCT-000653,CLUSTER-0742,1,0.0,0,0,none
ACCT-000623,CLUSTER-0743,1,0.0,0,0,none
ACCT-001109,CLUSTER-0744,1,0.0,0,0,none
ACCT-000361,CLUSTER-0745,1,0.0,0,0,none
ACCT-002137,CLUSTER-0746,1,0.0,0,0,none
ACCT-000066,CLUSTER-0747,1,0.0,0,0,none
ACCT-000848,CLUSTER-0748,1,0.0,0,0,none
ACCT-002743,CLUSTER-0749,1,0.0,0,0,none
ACCT-002899,CLUSTER-0750,1,0.0,0,0,none
ACCT-002940,CLUSTER-0751,1,0.0,0,0,none
ACCT-001832,CLUSTER-0752,1,0.0,0,0,none
ACCT-001651,CLUSTER-0753,1,0.0,0,0,none
ACCT-002034,CLUSTER-0754,1,0.0,0,0,none
ACCT-002512,CLUSTER-0755,1,0.0,0,0,none
ACCT-001980,CLUSTER-0756,1,0.0,0,0,none
ACCT-002573,CLUSTER-0757,1,0.0,0,0,none
ACCT-001105,CLUSTER-0758,1,0.0,0,0,none
ACCT-000003,CLUSTER-0759,1,0.0,0,0,none
ACCT-001844,CLUSTER-0760,1,0.0,0,0,none
ACCT-001219,CLUSTER-0761,1,0.0,0,0,none
ACCT-001773,CLUSTER-0762,1,0.0,0,0,none
ACCT-001240,CLUSTER-0763,1,0.0,0,0,none
ACCT-001446,CLUSTER-0764,1,0.0,0,0,none
ACCT-002742,CLUSTER-0765,1,0.0,0,0,none
ACCT-002961,CLUSTER-0766,1,0.0,0,0,none
ACCT-001977,CLUSTER-0767,1,0.0,0,0,none
ACCT-001649,CLUSTER-0768,1,0.0,0,0,none
ACCT-001449,CLUSTER-0769,1,0.0,0,0,none
ACCT-002194,CLUSTER-0770,1,0.0,0,0,none
ACCT-000813,CLUSTER-0771,1,0.0,0,0,none
ACCT-002187,CLUSTER-0772,1,0.0,0,0,none
ACCT-001133,CLUSTER-0773,1,0.0,0,0,none
ACCT-002878,CLUSTER-0774,1,0.0,0,0,none
ACCT-002375,CLUSTER-0775,1,0.0,0,0,none
ACCT-001380,CLUSTER-0776,1,0.0,0,0,none
ACCT-001187,CLUSTER-0777,1,0.0,0,0,none
ACCT-000263,CLUSTER-0778,1,0.0,0,0,none
ACCT-001992,CLUSTER-0779,1,0.0,0,0,none
ACCT-001298,CLUSTER-0780,1,0.0,0,0,none
ACCT-001941,CLUSTER-0781,1,0.0,0,0,none
ACCT-001915,CLUSTER-0782,1,0.0,0,0,none
ACCT-003169,CLUSTER-0783,3,0.0525,0,0,legit_shared_device
ACCT-003170,CLUSTER-0783,3,0.0525,0,0,legit_shared_device
ACCT-003171,CLUSTER-0783,3,0.0525,0,0,legit_shared_device
ACCT-002252,CLUSTER-0784,1,0.0,0,0,none
ACCT-000666,CLUSTER-0785,1,0.0,0,0,none
ACCT-000389,CLUSTER-0786,1,0.0,0,0,none
ACCT-000685,CLUSTER-0787,1,0.0,0,0,none
ACCT-003185,CLUSTER-0788,5,0.5242,1,1,fraud_ring
ACCT-003186,CLUSTER-0788,5,0.5242,1,1,fraud_ring
ACCT-003187,CLUSTER-0788,5,0.5242,1,1,fraud_ring
ACCT-003189,CLUSTER-0788,5,0.5242,1,1,fraud_ring
ACCT-003190,CLUSTER-0788,5,0.5242,1,1,fraud_ring
ACCT-002269,CLUSTER-0789,1,0.0,0,0,none
ACCT-000227,CLUSTER-0790,1,0.0,0,0,none
ACCT-001466,CLUSTER-0791,1,0.0,0,0,none
ACCT-002923,CLUSTER-0792,1,0.0,0,0,none
ACCT-002679,CLUSTER-0793,1,0.0,0,0,none
ACCT-002728,CLUSTER-0794,1,0.0,0,0,none
ACCT-000601,CLUSTER-0795,1,0.0,0,0,none
ACCT-002582,CLUSTER-0796,1,0.0,0,0,none
ACCT-001882,CLUSTER-0797,1,0.0,0,0,none
ACCT-000442,CLUSTER-0798,1,0.0,0,0,none
ACCT-000565,CLUSTER-0799,1,0.0,0,0,none
ACCT-000293,CLUSTER-0800,1,0.0,0,0,none
ACCT-000469,CLUSTER-0801,1,0.0,0,0,none
ACCT-001846,CLUSTER-0802,1,0.0,0,0,none
ACCT-000612,CLUSTER-0803,1,0.0,0,0,none
ACCT-002863,CLUSTER-0804,1,0.0,0,0,none
ACCT-001687,CLUSTER-0805,1,0.0,0,0,none
ACCT-001452,CLUSTER-0806,1,0.0,0,0,none
ACCT-000270,CLUSTER-0807,1,0.0,0,0,none
ACCT-000980,CLUSTER-0808,1,0.0,0,0,none
ACCT-000777,CLUSTER-0809,1,0.0,0,0,none
ACCT-002922,CLUSTER-0810,1,0.0,0,0,none
ACCT-001704,CLUSTER-0811,1,0.0,0,0,none
ACCT-000487,CLUSTER-0812,1,0.0,0,0,none
ACCT-002274,CLUSTER-0813,1,0.0,0,0,none
ACCT-002595,CLUSTER-0814,1,0.0,0,0,none
ACCT-000102,CLUSTER-0815,1,0.0,0,0,none
ACCT-000602,CLUSTER-0816,1,0.0,0,0,none
ACCT-000474,CLUSTER-0817,1,0.0,0,0,none
ACCT-001774,CLUSTER-0818,1,0.0,0,0,none
ACCT-001117,CLUSTER-0819,1,0.0,0,0,none
ACCT-002354,CLUSTER-0820,1,0.0,0,0,none
ACCT-002661,CLUSTER-0821,1,0.0,0,0,none
ACCT-000445,CLUSTER-0822,1,0.0,0,0,none
ACCT-001389,CLUSTER-0823,1,0.0,0,0,none
ACCT-003001,CLUSTER-0824,4,0.09,0,0,legit_shared_device
ACCT-003002,CLUSTER-0824,4,0.09,0,0,legit_shared_device
ACCT-003003,CLUSTER-0824,4,0.09,0,0,legit_shared_device
ACCT-003004,CLUSTER-0824,4,0.09,0,0,legit_shared_device
ACCT-003129,CLUSTER-0825,4,0.3567,0,0,legit_shared_device
ACCT-003130,CLUSTER-0825,4,0.3567,0,0,legit_shared_device
ACCT-003131,CLUSTER-0825,4,0.3567,0,0,legit_shared_device
ACCT-003132,CLUSTER-0825,4,0.3567,0,0,legit_shared_device
ACCT-000412,CLUSTER-0826,1,0.0,0,0,none
ACCT-000507,CLUSTER-0827,1,0.0,0,0,none
ACCT-001935,CLUSTER-0828,1,0.0,0,0,none
ACCT-001853,CLUSTER-0829,1,0.0,0,0,none
ACCT-000070,CLUSTER-0830,1,0.0,0,0,none
ACCT-002345,CLUSTER-0831,1,0.0,0,0,none
ACCT-001876,CLUSTER-0832,1,0.0,0,0,none
ACCT-002385,CLUSTER-0833,1,0.0,0,0,none
ACCT-001694,CLUSTER-0834,1,0.0,0,0,none
ACCT-002668,CLUSTER-0835,1,0.0,0,0,none
ACCT-003020,CLUSTER-0836,4,0.09,0,0,legit_shared_device
ACCT-003021,CLUSTER-0836,4,0.09,0,0,legit_shared_device
ACCT-003022,CLUSTER-0836,4,0.09,0,0,legit_shared_device
ACCT-003023,CLUSTER-0836,4,0.09,0,0,legit_shared_device
ACCT-000608,CLUSTER-0837,1,0.0,0,0,none
ACCT-002029,CLUSTER-0838,1,0.0,0,0,none
ACCT-001626,CLUSTER-0839,1,0.0,0,0,none
ACCT-002304,CLUSTER-0840,1,0.0,0,0,none
ACCT-000249,CLUSTER-0841,1,0.0,0,0,none
ACCT-002683,CLUSTER-0842,1,0.0,0,0,none
ACCT-000396,CLUSTER-0843,1,0.0,0,0,none
ACCT-000829,CLUSTER-0844,1,0.0,0,0,none
ACCT-002171,CLUSTER-0845,1,0.0,0,0,none
ACCT-002124,CLUSTER-0846,1,0.0,0,0,none
ACCT-002629,CLUSTER-0847,1,0.0,0,0,none
ACCT-000844,CLUSTER-0848,1,0.0,0,0,none
ACCT-002421,CLUSTER-0849,1,0.0,0,0,none
ACCT-001058,CLUSTER-0850,1,0.0,0,0,none
ACCT-000485,CLUSTER-0851,1,0.0,0,0,none
ACCT-002245,CLUSTER-0852,1,0.0,0,0,none
ACCT-002888,CLUSTER-0853,1,0.0,0,0,none
ACCT-002660,CLUSTER-0854,1,0.0,0,0,none
ACCT-002988,CLUSTER-0855,1,0.0,0,0,none
ACCT-001656,CLUSTER-0856,1,0.0,0,0,none
ACCT-001237,CLUSTER-0857,1,0.0,0,0,none
ACCT-002402,CLUSTER-0858,1,0.0,0,0,none
ACCT-000698,CLUSTER-0859,1,0.0,0,0,none
ACCT-000839,CLUSTER-0860,1,0.0,0,0,none
ACCT-000550,CLUSTER-0861,1,0.0,0,0,none
ACCT-002290,CLUSTER-0862,1,0.0,0,0,none
ACCT-003165,CLUSTER-0863,4,0.09,0,0,legit_shared_device
ACCT-003166,CLUSTER-0863,4,0.09,0,0,legit_shared_device
ACCT-003167,CLUSTER-0863,4,0.09,0,0,legit_shared_device
ACCT-003168,CLUSTER-0863,4,0.09,0,0,legit_shared_device
ACCT-000579,CLUSTER-0864,1,0.0,0,0,none
ACCT-000177,CLUSTER-0865,1,0.0,0,0,none
ACCT-002324,CLUSTER-0866,1,0.0,0,0,none
ACCT-002590,CLUSTER-0867,1,0.0,0,0,none
ACCT-001648,CLUSTER-0868,1,0.0,0,0,none
ACCT-001384,CLUSTER-0869,1,0.0,0,0,none
ACCT-002152,CLUSTER-0870,1,0.0,0,0,none
ACCT-001406,CLUSTER-0871,1,0.0,0,0,none
ACCT-000484,CLUSTER-0872,1,0.0,0,0,none
ACCT-001619,CLUSTER-0873,1,0.0,0,0,none
ACCT-002335,CLUSTER-0874,1,0.0,0,0,none
ACCT-002147,CLUSTER-0875,1,0.0,0,0,none
ACCT-002840,CLUSTER-0876,1,0.0,0,0,none
ACCT-002822,CLUSTER-0877,1,0.0,0,0,none
ACCT-001287,CLUSTER-0878,1,0.0,0,0,none
ACCT-002617,CLUSTER-0879,1,0.0,0,0,none
ACCT-001477,CLUSTER-0880,1,0.0,0,0,none
ACCT-000443,CLUSTER-0881,1,0.0,0,0,none
ACCT-001729,CLUSTER-0882,1,0.0,0,0,none
ACCT-002298,CLUSTER-0883,1,0.0,0,0,none
ACCT-001878,CLUSTER-0884,1,0.0,0,0,none
ACCT-002575,CLUSTER-0885,1,0.0,0,0,none
ACCT-002767,CLUSTER-0886,1,0.0,0,0,none
ACCT-001277,CLUSTER-0887,1,0.0,0,0,none
ACCT-003065,CLUSTER-0888,4,0.49,0,0,legit_shared_device
ACCT-003066,CLUSTER-0888,4,0.49,0,0,legit_shared_device
ACCT-003067,CLUSTER-0888,4,0.49,0,0,legit_shared_device
ACCT-003068,CLUSTER-0888,4,0.49,0,0,legit_shared_device
ACCT-000276,CLUSTER-0889,1,0.0,0,0,none
ACCT-000118,CLUSTER-0890,1,0.0,0,0,none
ACCT-002292,CLUSTER-0891,1,0.0,0,0,none
ACCT-002305,CLUSTER-0892,1,0.0,0,0,none
ACCT-002645,CLUSTER-0893,1,0.0,0,0,none
ACCT-001683,CLUSTER-0894,1,0.0,0,0,none
ACCT-001923,CLUSTER-0895,1,0.0,0,0,none
ACCT-001289,CLUSTER-0896,1,0.0,0,0,none
ACCT-001128,CLUSTER-0897,1,0.0,0,0,none
ACCT-002870,CLUSTER-0898,1,0.0,0,0,none
ACCT-002898,CLUSTER-0899,1,0.0,0,0,none
ACCT-001433,CLUSTER-0900,1,0.0,0,0,none
ACCT-002281,CLUSTER-0901,1,0.0,0,0,none
ACCT-001721,CLUSTER-0902,1,0.0,0,0,none
ACCT-000280,CLUSTER-0903,1,0.0,0,0,none
ACCT-002119,CLUSTER-0904,1,0.0,0,0,none
ACCT-000857,CLUSTER-0905,1,0.0,0,0,none
ACCT-000783,CLUSTER-0906,1,0.0,0,0,none
ACCT-001793,CLUSTER-0907,1,0.0,0,0,none
ACCT-001156,CLUSTER-0908,1,0.0,0,0,none
ACCT-001412,CLUSTER-0909,1,0.0,0,0,none
ACCT-001066,CLUSTER-0910,1,0.0,0,0,none
ACCT-000909,CLUSTER-0911,1,0.0,0,0,none
ACCT-002911,CLUSTER-0912,1,0.0,0,0,none
ACCT-002777,CLUSTER-0913,1,0.0,0,0,none
ACCT-000411,CLUSTER-0914,1,0.0,0,0,none
ACCT-002440,CLUSTER-0915,1,0.0,0,0,none
ACCT-002284,CLUSTER-0916,1,0.0,0,0,none
ACCT-000028,CLUSTER-0917,1,0.0,0,0,none
ACCT-001749,CLUSTER-0918,1,0.0,0,0,none
ACCT-001589,CLUSTER-0919,1,0.0,0,0,none
ACCT-001179,CLUSTER-0920,1,0.0,0,0,none
ACCT-000807,CLUSTER-0921,1,0.0,0,0,none
ACCT-000127,CLUSTER-0922,1,0.0,0,0,none
ACCT-002915,CLUSTER-0923,1,0.0,0,0,none
ACCT-002041,CLUSTER-0924,1,0.0,0,0,none
ACCT-000544,CLUSTER-0925,1,0.0,0,0,none
ACCT-002803,CLUSTER-0926,1,0.0,0,0,none
ACCT-001176,CLUSTER-0927,1,0.0,0,0,none
ACCT-003077,CLUSTER-0928,3,0.3192,0,0,legit_shared_device
ACCT-003078,CLUSTER-0928,3,0.3192,0,0,legit_shared_device
ACCT-003079,CLUSTER-0928,3,0.3192,0,0,legit_shared_device
ACCT-000132,CLUSTER-0929,1,0.0,0,0,none
ACCT-000657,CLUSTER-0930,1,0.0,0,0,none
ACCT-001522,CLUSTER-0931,1,0.0,0,0,none
ACCT-002439,CLUSTER-0932,1,0.0,0,0,none
ACCT-002907,CLUSTER-0933,1,0.0,0,0,none
ACCT-001325,CLUSTER-0934,1,0.0,0,0,none
ACCT-000702,CLUSTER-0935,1,0.0,0,0,none
ACCT-000426,CLUSTER-0936,1,0.0,0,0,none
ACCT-001450,CLUSTER-0937,1,0.0,0,0,none
ACCT-000097,CLUSTER-0938,1,0.0,0,0,none
ACCT-002159,CLUSTER-0939,1,0.0,0,0,none
ACCT-002704,CLUSTER-0940,1,0.0,0,0,none
ACCT-000570,CLUSTER-0941,1,0.0,0,0,none
ACCT-000347,CLUSTER-0942,1,0.0,0,0,none
ACCT-000611,CLUSTER-0943,1,0.0,0,0,none
ACCT-001562,CLUSTER-0944,1,0.0,0,0,none
ACCT-002640,CLUSTER-0945,1,0.0,0,0,none
ACCT-000806,CLUSTER-0946,1,0.0,0,0,none
ACCT-000142,CLUSTER-0947,1,0.0,0,0,none
ACCT-001335,CLUSTER-0948,1,0.0,0,0,none
ACCT-002854,CLUSTER-0949,1,0.0,0,0,none
ACCT-001942,CLUSTER-0950,1,0.0,0,0,none
ACCT-000995,CLUSTER-0951,1,0.0,0,0,none
ACCT-000796,CLUSTER-0952,1,0.0,0,0,none
ACCT-000208,CLUSTER-0953,1,0.0,0,0,none
ACCT-002682,CLUSTER-0954,1,0.0,0,0,none
ACCT-001201,CLUSTER-0955,1,0.0,0,0,none
ACCT-002193,CLUSTER-0956,1,0.0,0,0,none
ACCT-002339,CLUSTER-0957,1,0.0,0,0,none
ACCT-000471,CLUSTER-0958,1,0.0,0,0,none
ACCT-000065,CLUSTER-0959,1,0.0,0,0,none
ACCT-000933,CLUSTER-0960,1,0.0,0,0,none
ACCT-002387,CLUSTER-0961,1,0.0,0,0,none
ACCT-002015,CLUSTER-0962,1,0.0,0,0,none
ACCT-000237,CLUSTER-0963,1,0.0,0,0,none
ACCT-000978,CLUSTER-0964,1,0.0,0,0,none
ACCT-002008,CLUSTER-0965,1,0.0,0,0,none
ACCT-001637,CLUSTER-0966,1,0.0,0,0,none
ACCT-001392,CLUSTER-0967,1,0.0,0,0,none
ACCT-001950,CLUSTER-0968,1,0.0,0,0,none
ACCT-001420,CLUSTER-0969,1,0.0,0,0,none
ACCT-000417,CLUSTER-0970,1,0.0,0,0,none
ACCT-001764,CLUSTER-0971,1,0.0,0,0,none
ACCT-001290,CLUSTER-0972,1,0.0,0,0,none
ACCT-000489,CLUSTER-0973,1,0.0,0,0,none
ACCT-003053,CLUSTER-0974,2,0.415,0,0,legit_shared_device
ACCT-003054,CLUSTER-0974,2,0.415,0,0,legit_shared_device
ACCT-002156,CLUSTER-0975,1,0.0,0,0,none
ACCT-001067,CLUSTER-0976,1,0.0,0,0,none
ACCT-000872,CLUSTER-0977,1,0.0,0,0,none
ACCT-002021,CLUSTER-0978,1,0.0,0,0,none
ACCT-000078,CLUSTER-0979,1,0.0,0,0,none
ACCT-001303,CLUSTER-0980,1,0.0,0,0,none
ACCT-001675,CLUSTER-0981,1,0.0,0,0,none
ACCT-002381,CLUSTER-0982,1,0.0,0,0,none
ACCT-000259,CLUSTER-0983,1,0.0,0,0,none
ACCT-000790,CLUSTER-0984,1,0.0,0,0,none
ACCT-001463,CLUSTER-0985,1,0.0,0,0,none
ACCT-001720,CLUSTER-0986,1,0.0,0,0,none
ACCT-001551,CLUSTER-0987,1,0.0,0,0,none
ACCT-000989,CLUSTER-0988,1,0.0,0,0,none
ACCT-001538,CLUSTER-0989,1,0.0,0,0,none
ACCT-000660,CLUSTER-0990,1,0.0,0,0,none
ACCT-002205,CLUSTER-0991,1,0.0,0,0,none
ACCT-000397,CLUSTER-0992,1,0.0,0,0,none
ACCT-003080,CLUSTER-0993,2,0.415,0,0,legit_shared_device
ACCT-003081,CLUSTER-0993,2,0.415,0,0,legit_shared_device
ACCT-001907,CLUSTER-0994,1,0.0,0,0,none
ACCT-002709,CLUSTER-0995,1,0.0,0,0,none
ACCT-001976,CLUSTER-0996,1,0.0,0,0,none
ACCT-000712,CLUSTER-0997,1,0.0,0,0,none
ACCT-000910,CLUSTER-0998,1,0.0,0,0,none
ACCT-001313,CLUSTER-0999,1,0.0,0,0,none
ACCT-002302,CLUSTER-1000,1,0.0,0,0,none
ACCT-000088,CLUSTER-1001,1,0.0,0,0,none
ACCT-001715,CLUSTER-1002,1,0.0,0,0,none
ACCT-002712,CLUSTER-1003,1,0.0,0,0,none
ACCT-001722,CLUSTER-1004,1,0.0,0,0,none
ACCT-000557,CLUSTER-1005,1,0.0,0,0,none
ACCT-001804,CLUSTER-1006,1,0.0,0,0,none
ACCT-000313,CLUSTER-1007,1,0.0,0,0,none
ACCT-001632,CLUSTER-1008,1,0.0,0,0,none
ACCT-000619,CLUSTER-1009,1,0.0,0,0,none
ACCT-001144,CLUSTER-1010,1,0.0,0,0,none
ACCT-000773,CLUSTER-1011,1,0.0,0,0,none
ACCT-000198,CLUSTER-1012,1,0.0,0,0,none
ACCT-000549,CLUSTER-1013,1,0.0,0,0,none
ACCT-000616,CLUSTER-1014,1,0.0,0,0,none
ACCT-002831,CLUSTER-1015,1,0.0,0,0,none
ACCT-002348,CLUSTER-1016,1,0.0,0,0,none
ACCT-000717,CLUSTER-1017,1,0.0,0,0,none
ACCT-000125,CLUSTER-1018,1,0.0,0,0,none
ACCT-001326,CLUSTER-1019,1,0.0,0,0,none
ACCT-000402,CLUSTER-1020,1,0.0,0,0,none
ACCT-002175,CLUSTER-1021,1,0.0,0,0,none
ACCT-000504,CLUSTER-1022,1,0.0,0,0,none
ACCT-001962,CLUSTER-1023,1,0.0,0,0,none
ACCT-000079,CLUSTER-1024,1,0.0,0,0,none
ACCT-000569,CLUSTER-1025,1,0.0,0,0,none
ACCT-000072,CLUSTER-1026,1,0.0,0,0,none
ACCT-002436,CLUSTER-1027,1,0.0,0,0,none
ACCT-001126,CLUSTER-1028,1,0.0,0,0,none
ACCT-000209,CLUSTER-1029,2,0.015,0,0,none
ACCT-002659,CLUSTER-1029,2,0.015,0,0,none
ACCT-002484,CLUSTER-1030,1,0.0,0,0,none
ACCT-000073,CLUSTER-1031,1,0.0,0,0,none
ACCT-002373,CLUSTER-1032,1,0.0,0,0,none
ACCT-001104,CLUSTER-1033,1,0.0,0,0,none
ACCT-002496,CLUSTER-1034,1,0.0,0,0,none
ACCT-002781,CLUSTER-1035,1,0.0,0,0,none
ACCT-002824,CLUSTER-1036,1,0.0,0,0,none
ACCT-000499,CLUSTER-1037,1,0.0,0,0,none
ACCT-001821,CLUSTER-1038,1,0.0,0,0,none
ACCT-001003,CLUSTER-1039,2,0.015,0,0,none
ACCT-001348,CLUSTER-1039,2,0.015,0,0,none
ACCT-001679,CLUSTER-1040,1,0.0,0,0,none
ACCT-000763,CLUSTER-1041,1,0.0,0,0,none
ACCT-002342,CLUSTER-1042,1,0.0,0,0,none
ACCT-002850,CLUSTER-1043,1,0.0,0,0,none
ACCT-000029,CLUSTER-1044,1,0.0,0,0,none
ACCT-002003,CLUSTER-1045,1,0.0,0,0,none
ACCT-000785,CLUSTER-1046,1,0.0,0,0,none
ACCT-001644,CLUSTER-1047,1,0.0,0,0,none
ACCT-001960,CLUSTER-1048,1,0.0,0,0,none
ACCT-002100,CLUSTER-1049,1,0.0,0,0,none
ACCT-003268,CLUSTER-1050,1,0.0,0,1,fraud_ring
ACCT-000136,CLUSTER-1051,1,0.0,0,0,none
ACCT-000235,CLUSTER-1052,1,0.0,0,0,none
ACCT-002677,CLUSTER-1053,1,0.0,0,0,none
ACCT-000393,CLUSTER-1054,1,0.0,0,0,none
ACCT-001959,CLUSTER-1055,1,0.0,0,0,none
ACCT-001839,CLUSTER-1056,1,0.0,0,0,none
ACCT-001696,CLUSTER-1057,1,0.0,0,0,none
ACCT-002229,CLUSTER-1058,1,0.0,0,0,none
ACCT-001457,CLUSTER-1059,1,0.0,0,0,none
ACCT-001829,CLUSTER-1060,1,0.0,0,0,none
ACCT-002710,CLUSTER-1061,1,0.0,0,0,none
ACCT-002414,CLUSTER-1062,1,0.0,0,0,none
ACCT-000694,CLUSTER-1063,1,0.0,0,0,none
ACCT-000140,CLUSTER-1064,1,0.0,0,0,none
ACCT-001135,CLUSTER-1065,1,0.0,0,0,none
ACCT-001440,CLUSTER-1066,1,0.0,0,0,none
ACCT-001489,CLUSTER-1067,1,0.0,0,0,none
ACCT-002991,CLUSTER-1068,1,0.0,0,0,none
ACCT-000400,CLUSTER-1069,1,0.0,0,0,none
ACCT-002435,CLUSTER-1070,1,0.0,0,0,none
ACCT-001750,CLUSTER-1071,1,0.0,0,0,none
ACCT-002106,CLUSTER-1072,1,0.0,0,0,none
ACCT-002198,CLUSTER-1073,1,0.0,0,0,none
ACCT-000825,CLUSTER-1074,1,0.0,0,0,none
ACCT-002337,CLUSTER-1075,1,0.0,0,0,none
ACCT-001421,CLUSTER-1076,1,0.0,0,0,none
ACCT-000157,CLUSTER-1077,1,0.0,0,0,none
ACCT-002586,CLUSTER-1078,1,0.0,0,0,none
ACCT-000138,CLUSTER-1079,1,0.0,0,0,none
ACCT-000878,CLUSTER-1080,1,0.0,0,0,none
ACCT-000974,CLUSTER-1081,1,0.0,0,0,none
ACCT-002285,CLUSTER-1082,1,0.0,0,0,none
ACCT-002129,CLUSTER-1083,1,0.0,0,0,none
ACCT-002482,CLUSTER-1084,1,0.0,0,0,none
ACCT-002883,CLUSTER-1085,1,0.0,0,0,none
ACCT-000650,CLUSTER-1086,1,0.0,0,0,none
ACCT-001185,CLUSTER-1087,1,0.0,0,0,none
ACCT-001006,CLUSTER-1088,1,0.0,0,0,none
ACCT-002392,CLUSTER-1089,1,0.0,0,0,none
ACCT-002308,CLUSTER-1090,1,0.0,0,0,none
ACCT-002665,CLUSTER-1091,1,0.0,0,0,none
ACCT-001475,CLUSTER-1092,1,0.0,0,0,none
ACCT-001921,CLUSTER-1093,1,0.0,0,0,none
ACCT-002410,CLUSTER-1094,1,0.0,0,0,none
ACCT-002748,CLUSTER-1095,1,0.0,0,0,none
ACCT-002473,CLUSTER-1096,1,0.0,0,0,none
ACCT-002471,CLUSTER-1097,1,0.0,0,0,none
ACCT-000011,CLUSTER-1098,1,0.0,0,0,none
ACCT-002998,CLUSTER-1099,1,0.0,0,0,none
ACCT-001633,CLUSTER-1100,1,0.0,0,0,none
ACCT-001024,CLUSTER-1101,1,0.0,0,0,none
ACCT-001162,CLUSTER-1102,1,0.0,0,0,none
ACCT-000664,CLUSTER-1103,1,0.0,0,0,none
ACCT-001280,CLUSTER-1104,1,0.0,0,0,none
ACCT-001991,CLUSTER-1105,1,0.0,0,0,none
ACCT-000670,CLUSTER-1106,1,0.0,0,0,none
ACCT-002417,CLUSTER-1107,1,0.0,0,0,none
ACCT-001547,CLUSTER-1108,1,0.0,0,0,none
ACCT-000510,CLUSTER-1109,1,0.0,0,0,none
ACCT-002705,CLUSTER-1110,1,0.0,0,0,none
ACCT-002868,CLUSTER-1111,1,0.0,0,0,none
ACCT-002019,CLUSTER-1112,1,0.0,0,0,none
ACCT-001825,CLUSTER-1113,1,0.0,0,0,none
ACCT-000812,CLUSTER-1114,1,0.0,0,0,none
ACCT-001215,CLUSTER-1115,1,0.0,0,0,none
ACCT-000918,CLUSTER-1116,1,0.0,0,0,none
ACCT-000371,CLUSTER-1117,1,0.0,0,0,none
ACCT-000585,CLUSTER-1118,1,0.0,0,0,none
ACCT-002173,CLUSTER-1119,1,0.0,0,0,none
ACCT-001822,CLUSTER-1120,1,0.0,0,0,none
ACCT-002235,CLUSTER-1121,1,0.0,0,0,none
ACCT-002352,CLUSTER-1122,1,0.0,0,0,none
ACCT-000903,CLUSTER-1123,1,0.0,0,0,none
ACCT-001353,CLUSTER-1124,1,0.0,0,0,none
ACCT-002268,CLUSTER-1125,1,0.0,0,0,none
ACCT-001271,CLUSTER-1126,1,0.0,0,0,none
ACCT-002526,CLUSTER-1127,1,0.0,0,0,none
ACCT-001047,CLUSTER-1128,1,0.0,0,0,none
